State,County,,,,,,,,AOR,,"Activation
Date",,,Submissions,,,Misdemeanor Matches,Felony Matches,,,Total Matches,"Convicted
Criminals L1",Misdemeanor Returns,,"Convicted
Criminals L2",,"Convicted
Criminals L3",Felony Returns,,"ICE Fugitives
1,2",,,"Prior
Removals and Returns1,3",,,,"EWIs, Visa
Violators and Overstays1",No Criminal Conviction Return,,Total Returns
MA,Worcester,,,,,,,,BOS,,5/15/2012,,,"13,787",,,215,514,,,729,5,,,1,,4,5,,8,,,10,,,,5,23,,33
KS,Finney,,,,,,,,CHI,,3/22/2011,,,"4,790",,,65,662,,,727,8,,,14,,15,29,,0,,,4,,,,0,4,,41
MI,Ingham,,,,,,,,DET,,4/26/2011,,,"36,932",,,211,516,,,727,19,,,9,,14,23,,3,,,8,,,,1,12,,54
WA,Pierce,,,,,,,,SEA,,4/3/2012,,,"27,641",,,276,447,,,723,33,,,18,,38,56,,0,,,14,,,,7,21,,110
NM,Santa Fe,,,,,,,,ELP,,2/8/2011,,,"12,770",,,124,589,,,713,18,,,15,,27,42,,4,,,14,,,,13,31,,91
IN,Elkhart,,,,,,,,CHI,,5/10/2011,,,"13,502",,,123,584,,,707,14,,,11,,13,24,,4,,,10,,,,0,14,,52
TX,Jefferson,,,,,,,,HOU,,9/29/2009,,,"25,104",,,220,485,,,705,30,,,30,,39,69,,1,,,28,,,,5,34,,133
IL,Winnebago,,,,,,,,CHI,,4/13/2010,,,"25,748",,,126,575,,,701,18,,,5,,17,22,,3,,,6,,,,6,15,,55
GA,Chatham,,,,,,,,ATL,,3/15/2011,,,"27,606",,,107,593,,,700,17,,,16,,37,53,,2,,,7,,,,3,12,,82
CT,New Haven,,,,,,,,BOS,,2/21/2012,,,"21,102",,,83,616,,,699,10,,,4,,10,14,,6,,,7,,,,0,13,,37
UT,Weber,,,,,,,,SLC,,4/27/2010,,,"25,726",,,169,516,,,685,85,,,64,,63,127,,1,,,20,,,,7,28,,240
CA,Mendocino,,,,,,,,SFR,,8/10/2010,,,"14,148",,,143,528,,,671,34,,,30,,44,74,,2,,,65,,,,8,75,,183
CO,Weld,,,,,,,,DEN,,5/22/2012,,,"10,715",,,137,524,,,661,28,,,12,,14,26,,0,,,1,,,,0,1,,55
KS,Seward,,,,,,,,CHI,,12/27/2011,,,"3,063",,,63,596,,,659,7,,,6,,9,15,,1,,,4,,,,0,5,,27
CO,Jefferson,,,,,,,,DEN,,5/22/2012,,,"16,646",,,218,438,,,656,11,,,6,,13,19,,1,,,1,,,,0,2,,32
FL,Leon,,,,,,,,MIA,,4/13/2010,,,"37,119",,,161,494,,,655,15,,,15,,11,26,,2,,,13,,,,3,18,,59
NE,Lancaster,,,,,,,,SPM,,8/17/2010,,,"17,870",,,187,468,,,655,39,,,13,,17,30,,0,,,2,,,,2,4,,73
HI,Maui,,,,,,,,SFR,,9/14/2010,,,"17,368",,,95,558,,,653,6,,,2,,13,15,,2,,,15,,,,5,22,,43
AZ,Cochise,,,,,,,,PHO,,11/17/2009,,,"13,574",,,216,433,,,649,64,,,24,,49,73,,1,,,21,,,,13,35,,172
NY,Monroe,,,,,,,,BUF,,3/15/2011,,,"40,697",,,228,414,,,642,2,,,2,,0,2,,1,,,0,,,,1,2,,6
MA,Norfolk,,,,,,,,BOS,,5/15/2012,,,"10,756",,,239,398,,,637,4,,,1,,5,6,,9,,,5,,,,4,18,,28
NC,Guilford,,,,,,,,ATL,,11/16/2010,,,"24,459",,,345,292,,,637,19,,,17,,14,31,,4,,,18,,,,1,23,,73
NM,Cibola,,,,,,,,ELP,,11/9/2010,,,"2,304",,,254,379,,,633,28,,,37,,49,86,,0,,,0,,,,0,0,,114
GA,Henry,,,,,,,,ATL,,1/19/2011,,,"19,704",,,105,517,,,622,18,,,23,,27,50,,1,,,3,,,,1,5,,73
TX,Grayson,,,,,,,,DAL,,2/9/2009,,,"19,208",,,123,499,,,622,49,,,26,,62,88,,1,,,34,,,,8,43,,180
GA,Forsyth,,,,,,,,ATL,,12/14/2010,,,"8,784",,,77,535,,,612,22,,,14,,33,47,,1,,,12,,,,4,17,,86
NC,Harnett,,,,,,,,ATL,,1/21/2009,,,"18,400",,,75,534,,,609,25,,,13,,44,57,,1,,,20,,,,2,23,,105
NC,Forsyth,,,,,,,,ATL,,8/10/2010,,,"25,953",,,178,425,,,603,72,,,54,,57,111,,4,,,45,,,,9,58,,241
FL,Alachua,,,,,,,,MIA,,6/22/2010,,,"39,486",,,149,445,,,594,9,,,11,,24,35,,4,,,6,,,,1,11,,55
TX,Bell,,,,,,,,SNA,,5/25/2010,,,"28,106",,,119,475,,,594,31,,,32,,62,94,,0,,,12,,,,6,18,,143
GA,Douglas,,,,,,,,ATL,,4/12/2011,,,"16,666",,,88,491,,,579,24,,,17,,17,34,,3,,,13,,,,4,20,,78
TX,Brazos,,,,,,,,HOU,,9/14/2010,,,"16,236",,,142,437,,,579,39,,,35,,65,100,,0,,,5,,,,2,7,,146
FL,Okaloosa,,,,,,,,MIA,,6/22/2010,,,"24,690",,,117,442,,,559,46,,,45,,54,99,,3,,,14,,,,6,23,,168
AL,Baldwin,,,,,,,,NOL,,4/26/2011,,,"19,258",,,99,458,,,557,25,,,40,,53,93,,6,,,20,,,,16,42,,160
TX,Midland,,,,,,,,ELP,,7/7/2010,,,"14,442",,,162,391,,,553,20,,,21,,11,32,,0,,,2,,,,4,6,,58
TX,Smith,,,,,,,,DAL,,7/7/2010,,,"14,233",,,134,418,,,552,29,,,23,,48,71,,2,,,25,,,,3,30,,130
HI,Hawaii,,,,,,,,SFR,,9/14/2010,,,"20,333",,,85,465,,,550,6,,,8,,7,15,,0,,,9,,,,7,16,,37
DE,Sussex,,,,,,,,PHI,,4/20/2010,,,"19,350",,,71,476,,,547,32,,,15,,31,46,,3,,,12,,,,3,18,,96
WI,Dane,,,,,,,,CHI,,1/11/2011,,,"18,178",,,182,364,,,546,19,,,22,,22,44,,2,,,10,,,,2,14,,77
FL,DeSoto,,,,,,,,MIA,,6/22/2010,,,"5,781",,,139,406,,,545,32,,,19,,45,64,,2,,,22,,,,3,27,,123
IN,Hendricks,,,,,,,,CHI,,6/1/2011,,,"30,982",,,283,254,,,537,49,,,11,,17,28,,0,,,4,,,,2,6,,83
TX,Garza,,,,,,,,DAL,,9/21/2010,,,940,,,253,283,,,536,1,,,3,,2,5,,0,,,1,,,,0,1,,7
GA,Rockdale,,,,,,,,ATL,,1/19/2011,,,"10,959",,,108,427,,,535,16,,,24,,28,52,,1,,,5,,,,4,10,,78
NY,Albany,,,,,,,,BUF,,5/15/2012,,,"16,739",,,209,326,,,535,18,,,18,,11,29,,1,,,4,,,,12,17,,64
OK,Cleveland,,,,,,,,DAL,,11/30/2010,,,"32,197",,,93,442,,,535,43,,,16,,18,34,,3,,,7,,,,3,13,,90
AR,Pulaski,,,,,,,,NOL,,8/17/2010,,,"37,328",,,126,408,,,534,40,,,16,,38,54,,7,,,21,,,,6,34,,128
MO,Saint Louis City,,,,,,,,CHI,,9/21/2010,,,"58,049",,,189,341,,,530,11,,,5,,6,11,,5,,,13,,,,4,22,,44
FL,Bay,,,,,,,,MIA,,6/22/2010,,,"36,685",,,119,405,,,524,22,,,14,,14,28,,7,,,15,,,,8,30,,80
FL,Indian River,,,,,,,,MIA,,6/22/2010,,,"14,434",,,130,394,,,524,8,,,10,,28,38,,6,,,19,,,,0,25,,71
NJ,Monmouth,,,,,,,,NEW,,2/21/2012,,,"12,477",,,236,285,,,521,11,,,1,,6,7,,5,,,13,,,,1,19,,37
GA,Clarke,,,,,,,,ATL,,6/14/2011,,,"17,360",,,69,441,,,510,6,,,8,,13,21,,0,,,2,,,,2,4,,31
NC,Union,,,,,,,,ATL,,3/30/2010,,,"16,142",,,106,399,,,505,33,,,51,,79,130,,4,,,29,,,,12,45,,208
TX,Hays,,,,,,,,SNA,,6/8/2010,,,"13,670",,,127,376,,,503,41,,,41,,57,98,,1,,,7,,,,4,12,,151
GA,Telfair,,,,,,,,ATL,,12/6/2011,,,"1,724",,,244,256,,,500,4,,,3,,3,6,,0,,,0,,,,0,0,,10
AR,Sebastian,,,,,,,,NOL,,12/7/2010,,,"16,415",,,143,350,,,493,28,,,11,,30,41,,2,,,4,,,,4,10,,79
CA,Sutter,,,,,,,,SFR,,1/25/2011,,,"8,931",,,103,390,,,493,18,,,36,,44,80,,0,,,13,,,,0,13,,111
TX,Zapata,,,,,,,,SNA,,6/16/2009,,,"3,077",,,136,352,,,488,28,,,14,,38,52,,0,,,40,,,,6,46,,126
MI,Washtenaw,,,,,,,,DET,,3/29/2011,,,"25,220",,,123,362,,,485,5,,,9,,14,23,,1,,,9,,,,1,11,,39
MN,Stearns,,,,,,,,SPM,,2/7/2012,,,"14,653",,,194,291,,,485,7,,,4,,11,15,,0,,,6,,,,2,8,,30
NJ,Morris,,,,,,,,NEW,,2/21/2012,,,"6,229",,,181,304,,,485,3,,,5,,5,10,,9,,,5,,,,0,14,,27
CA,El Dorado,,,,,,,,SFR,,7/27/2010,,,"16,430",,,96,386,,,482,31,,,30,,47,77,,1,,,20,,,,2,23,,131
TN,Rutherford,,,,,,,,NOL,,1/10/2012,,,"19,747",,,84,395,,,479,9,,,10,,29,39,,3,,,8,,,,0,11,,59
FL,Okeechobee,,,,,,,,MIA,,6/22/2010,,,"7,965",,,136,337,,,473,13,,,14,,17,31,,2,,,9,,,,2,13,,57
FL,Escambia,,,,,,,,MIA,,4/13/2010,,,"55,919",,,118,353,,,471,20,,,31,,17,48,,2,,,8,,,,6,16,,84
MS,DeSoto,,,,,,,,NOL,,9/28/2010,,,"23,158",,,47,424,,,471,9,,,7,,47,54,,3,,,14,,,,3,20,,83
NY,Dutchess,,,,,,,,NYC,,2/8/2011,,,"12,536",,,107,364,,,471,10,,,6,,15,21,,2,,,8,,,,2,12,,43
LA,Terrebonne Parish,,,,,,,,NOL,,8/3/2010,,,"16,279",,,63,403,,,466,17,,,7,,30,37,,6,,,21,,,,10,37,,91
TX,Johnson,,,,,,,,DAL,,2/10/2009,,,"12,017",,,101,364,,,465,30,,,22,,39,61,,1,,,16,,,,8,25,,116
NJ,Mercer,,,,,,,,NEW,,2/21/2012,,,"8,045",,,201,262,,,463,2,,,2,,5,7,,3,,,6,,,,0,9,,18
SC,Berkeley,,,,,,,,ATL,,10/13/2010,,,"14,199",,,45,415,,,460,15,,,40,,53,93,,2,,,8,,,,3,13,,121
TX,Gregg,,,,,,,,DAL,,7/7/2010,,,"13,878",,,92,368,,,460,26,,,27,,35,62,,1,,,15,,,,4,20,,108
VA,Norfolk City,,,,,,,,WAS,,4/20/2010,,,"45,959",,,115,343,,,458,12,,,22,,35,57,,9,,,8,,,,2,19,,88
GA,Charlton,,,,,,,,ATL,,12/6/2011,,,"1,429",,,269,188,,,457,4,,,0,,0,0,,0,,,0,,,,0,0,,4
IN,Allen,,,,,,,,CHI,,12/13/2011,,,"16,247",,,82,375,,,457,10,,,10,,9,19,,0,,,2,,,,0,2,,31
AZ,Mohave,,,,,,,,PHO,,7/20/2010,,,"23,898",,,117,338,,,455,24,,,11,,15,26,,0,,,15,,,,11,26,,76
MA,Bristol,,,,,,,,BOS,,5/15/2012,,,"14,962",,,177,278,,,455,3,,,1,,2,3,,4,,,3,,,,3,10,,16
MO,Saint Charles,,,,,,,,CHI,,2/8/2011,,,"28,931",,,69,383,,,452,6,,,4,,12,16,,2,,,22,,,,6,30,,52
MN,Dakota,,,,,,,,SPM,,2/7/2012,,,"11,613",,,123,328,,,451,12,,,20,,11,31,,0,,,6,,,,1,7,,50
LA,Lafayette Parish,,,,,,,,NOL,,7/12/2011,,,"27,082",,,113,336,,,449,12,,,5,,26,31,,13,,,42,,,,3,58,,101
PA,Delaware,,,,,,,,PHI,,5/30/2012,,,"17,516",,,183,265,,,448,4,,,1,,2,3,,0,,,1,,,,2,3,,10
UT,Davis,,,,,,,,SLC,,3/30/2010,,,"17,311",,,111,336,,,447,46,,,24,,15,39,,0,,,9,,,,10,19,,104
PA,Chester,,,,,,,,PHI,,5/30/2012,,,"9,378",,,97,346,,,443,8,,,8,,15,23,,0,,,6,,,,0,6,,37
OH,Butler,,,,,,,,DET,,7/13/2010,,,"25,374",,,87,348,,,435,17,,,38,,47,85,,0,,,2,,,,4,6,,108
NC,Orange,,,,,,,,ATL,,1/13/2009,,,"8,438",,,54,376,,,430,23,,,12,,10,22,,6,,,17,,,,2,25,,70
SC,Beaufort,,,,,,,,ATL,,10/13/2010,,,"13,660",,,90,340,,,430,19,,,38,,47,85,,3,,,13,,,,5,21,,125
SC,Spartanburg,,,,,,,,ATL,,2/15/2011,,,"26,865",,,83,344,,,427,7,,,20,,39,59,,1,,,12,,,,3,16,,82
FL,Saint Johns,,,,,,,,MIA,,2/10/2009,,,"18,953",,,60,355,,,415,8,,,4,,10,14,,0,,,2,,,,2,4,,26
TX,Comal,,,,,,,,SNA,,6/29/2010,,,"11,768",,,60,354,,,414,28,,,30,,38,68,,0,,,23,,,,5,28,,124
TX,Moore,,,,,,,,DAL,,9/28/2010,,,"2,335",,,79,334,,,413,12,,,8,,14,22,,1,,,4,,,,1,6,,40
GU,Guam,,,,,,,,SFR,,6/5/2012,,,"2,293",,,111,298,,,409,2,,,0,,0,0,,0,,,0,,,,1,1,,3
GA,Coweta,,,,,,,,ATL,,3/15/2011,,,"11,727",,,47,360,,,407,11,,,25,,31,56,,1,,,5,,,,0,6,,73
MD,Frederick,,,,,,,,BAL,,4/6/2010,,,"11,236",,,51,353,,,404,17,,,4,,17,21,,11,,,31,,,,7,49,,87
SC,York,,,,,,,,ATL,,10/13/2010,,,"21,222",,,61,343,,,404,10,,,26,,34,60,,4,,,16,,,,8,28,,98
NE,Sarpy,,,,,,,,SPM,,12/14/2010,,,"9,991",,,46,355,,,401,14,,,17,,23,40,,2,,,5,,,,2,9,,63
IN,Lake,,,,,,,,CHI,,12/13/2011,,,"19,411",,,80,319,,,399,6,,,4,,11,15,,1,,,3,,,,2,6,,27
WA,Clark,,,,,,,,SEA,,4/3/2012,,,"14,254",,,156,242,,,398,19,,,10,,12,22,,0,,,3,,,,1,4,,45
TX,Ector,,,,,,,,ELP,,7/7/2010,,,"12,435",,,123,274,,,397,19,,,14,,11,25,,2,,,4,,,,4,10,,54
AL,Morgan,,,,,,,,NOL,,4/26/2011,,,"19,260",,,48,348,,,396,6,,,4,,21,25,,2,,,15,,,,4,21,,52
CO,Boulder,,,,,,,,DEN,,5/22/2012,,,"7,678",,,97,299,,,396,17,,,13,,6,19,,0,,,2,,,,0,2,,38
MS,Jones,,,,,,,,NOL,,12/21/2010,,,"8,249",,,18,378,,,396,10,,,26,,20,46,,0,,,2,,,,0,2,,58
IL,Champaign,,,,,,,,CHI,,10/5/2010,,,"11,750",,,69,325,,,394,14,,,8,,9,17,,1,,,4,,,,1,6,,37
TX,Lubbock,,,,,,,,DAL,,5/4/2010,,,"25,773",,,121,272,,,393,16,,,9,,28,37,,0,,,14,,,,2,16,,69
NC,Johnston,,,,,,,,ATL,,9/8/2010,,,"10,224",,,118,272,,,390,19,,,22,,46,68,,0,,,14,,,,4,18,,105
WI,Waukesha,,,,,,,,CHI,,1/11/2011,,,"20,783",,,73,310,,,383,5,,,13,,9,22,,2,,,2,,,,0,4,,31
AL,Marshall,,,,,,,,NOL,,4/26/2011,,,"6,403",,,35,344,,,379,9,,,13,,22,35,,0,,,10,,,,0,10,,54
MO,Jasper,,,,,,,,CHI,,2/8/2011,,,"16,011",,,59,318,,,377,20,,,26,,34,60,,7,,,11,,,,2,20,,100
NJ,Atlantic,,,,,,,,NEW,,2/21/2012,,,"10,361",,,161,215,,,376,7,,,5,,7,12,,1,,,5,,,,0,6,,25
GA,Houston,,,,,,,,ATL,,3/22/2011,,,"19,414",,,82,290,,,372,11,,,23,,23,46,,1,,,6,,,,2,9,,66
TX,Navarro,,,,,,,,DAL,,8/3/2010,,,"6,252",,,76,294,,,370,19,,,12,,30,42,,1,,,20,,,,3,24,,85
VA,Stafford,,,,,,,,WAS,,5/11/2010,,,"10,265",,,118,250,,,368,23,,,12,,17,29,,0,,,5,,,,1,6,,58
WI,Brown,,,,,,,,CHI,,1/11/2011,,,"15,103",,,102,265,,,367,24,,,12,,19,31,,0,,,5,,,,0,5,,60
MS,Rankin,,,,,,,,NOL,,8/10/2010,,,"40,774",,,63,303,,,366,15,,,20,,51,71,,7,,,47,,,,4,58,,144
VA,Newport News City,,,,,,,,WAS,,5/11/2010,,,"19,553",,,62,303,,,365,11,,,14,,18,32,,1,,,21,,,,1,23,,66
WA,Mason,,,,,,,,SEA,,4/3/2012,,,"8,612",,,249,114,,,363,41,,,5,,6,11,,0,,,0,,,,1,1,,53
NY,Allegany,,,,,,,,BUF,,5/10/2011,,,"3,076",,,84,277,,,361,34,,,22,,11,33,,9,,,11,,,,29,49,,116
MS,Harrison,,,,,,,,NOL,,8/10/2010,,,"16,153",,,86,273,,,359,6,,,16,,25,41,,3,,,7,,,,4,14,,61
UT,Washington,,,,,,,,SLC,,6/8/2010,,,"11,025",,,127,231,,,358,68,,,28,,28,56,,0,,,5,,,,4,9,,133
CA,San Benito,,,,,,,,SFR,,2/1/2011,,,"3,976",,,78,279,,,357,13,,,9,,13,22,,0,,,21,,,,4,25,,60
VA,Roanoke City,,,,,,,,WAS,,6/15/2010,,,"19,613",,,106,246,,,352,22,,,11,,17,28,,2,,,8,,,,1,11,,61
FL,Hardee,,,,,,,,MIA,,6/22/2010,,,"3,614",,,59,290,,,349,16,,,8,,25,33,,1,,,9,,,,5,15,,64
SC,Lexington,,,,,,,,ATL,,9/20/2011,,,"14,977",,,45,304,,,349,14,,,28,,57,85,,0,,,10,,,,3,13,,112
GA,Bartow,,,,,,,,ATL,,5/17/2011,,,"12,559",,,50,298,,,348,12,,,16,,13,29,,1,,,1,,,,1,3,,44
TX,Val Verde,,,,,,,,SNA,,12/9/2008,,,"3,477",,,115,233,,,348,16,,,12,,9,21,,1,,,1,,,,9,11,,48
CA,Shasta,,,,,,,,SFR,,7/27/2010,,,"28,895",,,110,237,,,347,47,,,9,,15,24,,1,,,9,,,,2,12,,83
NC,Alamance,,,,,,,,ATL,,9/8/2010,,,"9,960",,,101,245,,,346,40,,,29,,24,53,,2,,,5,,,,2,9,,102
NY,Erie,,,,,,,,BUF,,5/15/2012,,,"29,159",,,124,222,,,346,0,,,0,,0,0,,1,,,0,,,,1,2,,2
GA,Lowndes,,,,,,,,ATL,,4/5/2011,,,"18,073",,,58,287,,,345,7,,,19,,31,50,,0,,,6,,,,2,8,,65
IN,Clark,,,,,,,,CHI,,4/5/2011,,,"13,794",,,42,302,,,344,6,,,19,,26,45,,13,,,19,,,,3,35,,86
CA,Humboldt,,,,,,,,SFR,,8/10/2010,,,"18,338",,,86,255,,,341,25,,,18,,17,35,,0,,,31,,,,3,34,,94
OR,Jackson,,,,,,,,SEA,,6/1/2011,,,"19,698",,,101,239,,,340,16,,,14,,15,29,,0,,,8,,,,1,9,,54
MD,Worcester,,,,,,,,BAL,,2/15/2011,,,"9,784",,,82,251,,,333,12,,,4,,4,8,,4,,,1,,,,2,7,,27
IA,Johnson,,,,,,,,SPM,,3/8/2011,,,"11,349",,,119,212,,,331,6,,,9,,12,21,,1,,,5,,,,2,8,,35
LA,Saint Tammany Parish,,,,,,,,NOL,,11/23/2010,,,"27,591",,,76,255,,,331,13,,,12,,18,30,,11,,,32,,,,3,46,,89
GA,Muscogee,,,,,,,,ATL,,9/8/2010,,,"32,138",,,81,247,,,328,11,,,24,,32,56,,1,,,5,,,,1,7,,74
TX,Limestone,,,,,,,,SNA,,6/29/2010,,,"2,938",,,134,194,,,328,9,,,5,,7,12,,0,,,3,,,,0,3,,24
VA,Harrisonburg City,,,,,,,,WAS,,6/8/2010,,,"4,092",,,101,227,,,328,17,,,4,,10,14,,0,,,2,,,,0,2,,33
TX,Nacogdoches,,,,,,,,HOU,,7/20/2010,,,"7,730",,,88,239,,,327,21,,,24,,36,60,,1,,,6,,,,2,9,,90
TX,Maverick,,,,,,,,SNA,,12/9/2008,,,"3,643",,,121,204,,,325,11,,,4,,12,16,,0,,,2,,,,5,7,,34
FL,Glades,,,,,,,,MIA,,6/22/2010,,,"1,744",,,146,177,,,323,16,,,6,,4,10,,1,,,4,,,,4,9,,35
MO,Greene,,,,,,,,CHI,,3/29/2011,,,"28,132",,,81,240,,,321,6,,,1,,9,10,,4,,,7,,,,7,18,,34
TX,Wharton,,,,,,,,HOU,,6/15/2010,,,"5,106",,,59,261,,,320,14,,,10,,13,23,,0,,,7,,,,1,8,,45
TN,Washington,,,,,,,,NOL,,12/28/2010,,,"20,114",,,44,273,,,317,11,,,7,,18,25,,0,,,8,,,,1,9,,45
WA,Grant,,,,,,,,SEA,,4/3/2012,,,"4,146",,,83,234,,,317,20,,,20,,24,44,,1,,,8,,,,6,15,,79
ID,Bonneville,,,,,,,,SLC,,5/3/2011,,,"10,124",,,65,250,,,315,15,,,37,,17,54,,0,,,6,,,,0,6,,75
TX,Concho,,,,,,,,DAL,,8/24/2010,,,562,,,139,176,,,315,56,,,42,,16,58,,0,,,0,,,,0,0,,114
WY,Laramie,,,,,,,,DEN,,1/19/2011,,,"9,918",,,85,229,,,314,38,,,45,,45,90,,0,,,2,,,,5,7,,135
NH,Hillsborough,,,,,,,,BOS,,5/8/2012,,,"8,567",,,64,248,,,312,1,,,3,,6,9,,1,,,2,,,,1,4,,14
GA,Carroll,,,,,,,,ATL,,4/12/2011,,,"10,764",,,29,282,,,311,7,,,9,,7,16,,4,,,6,,,,0,10,,33
FL,Union,,,,,,,,MIA,,6/22/2010,,,"21,787",,,193,117,,,310,8,,,1,,1,2,,0,,,2,,,,0,2,,12
AL,Shelby,,,,,,,,NOL,,5/24/2011,,,"9,397",,,41,268,,,309,4,,,9,,18,27,,4,,,17,,,,9,30,,61
PA,Lehigh,,,,,,,,PHI,,5/30/2012,,,"7,912",,,110,199,,,309,3,,,0,,2,2,,0,,,0,,,,0,0,,5
SC,Florence,,,,,,,,ATL,,7/19/2011,,,"16,994",,,28,279,,,307,11,,,31,,29,60,,1,,,5,,,,3,9,,80
WI,Kenosha,,,,,,,,CHI,,1/11/2011,,,"10,847",,,65,242,,,307,7,,,9,,8,17,,1,,,1,,,,1,3,,27
GA,Colquitt,,,,,,,,ATL,,4/5/2011,,,"5,205",,,40,266,,,306,13,,,10,,22,32,,0,,,4,,,,0,4,,49
CO,Larimer,,,,,,,,DEN,,5/22/2012,,,"9,017",,,65,240,,,305,4,,,13,,7,20,,0,,,1,,,,1,2,,26
NY,Putnam,,,,,,,,NYC,,1/11/2011,,,"4,517",,,52,253,,,305,7,,,4,,8,12,,6,,,9,,,,2,17,,36
IN,Hamilton,,,,,,,,CHI,,12/13/2011,,,"7,052",,,30,274,,,304,3,,,5,,4,9,,0,,,0,,,,0,0,,12
CA,Lake,,,,,,,,SFR,,8/10/2010,,,"9,910",,,75,228,,,303,31,,,9,,31,40,,1,,,22,,,,4,27,,98
NY,Ulster,,,,,,,,NYC,,2/8/2011,,,"14,445",,,86,217,,,303,1,,,4,,5,9,,1,,,2,,,,2,5,,15
GA,Fayette,,,,,,,,ATL,,3/15/2011,,,"7,612",,,41,261,,,302,8,,,11,,11,22,,3,,,2,,,,1,6,,36
TX,Ellis,,,,,,,,DAL,,8/3/2010,,,"8,062",,,90,209,,,299,14,,,10,,15,25,,1,,,11,,,,1,13,,52
CA,Tehama,,,,,,,,SFR,,1/25/2011,,,"5,001",,,86,211,,,297,22,,,24,,30,54,,0,,,13,,,,0,13,,89
ID,Jerome,,,,,,,,SLC,,11/29/2011,,,"2,053",,,50,247,,,297,7,,,17,,15,32,,1,,,0,,,,0,1,,40
NC,Cabarrus,,,,,,,,ATL,,1/28/2009,,,"6,546",,,62,235,,,297,27,,,17,,15,32,,1,,,5,,,,2,8,,67
KS,Saline,,,,,,,,CHI,,1/11/2011,,,"9,689",,,20,275,,,295,5,,,9,,10,19,,0,,,7,,,,3,10,,34
TN,Sevier,,,,,,,,NOL,,12/28/2010,,,"11,153",,,44,251,,,295,12,,,8,,21,29,,4,,,2,,,,1,7,,48
LA,Caddo Parish,,,,,,,,NOL,,11/23/2010,,,"54,437",,,70,222,,,292,5,,,8,,26,34,,3,,,19,,,,4,26,,65
VA,Winchester City,,,,,,,,WAS,,6/8/2010,,,"6,382",,,72,220,,,292,27,,,17,,19,36,,7,,,8,,,,3,18,,81
MN,Sherburne,,,,,,,,SPM,,2/7/2012,,,"2,166",,,131,160,,,291,30,,,18,,20,38,,5,,,2,,,,14,21,,89
PA,Berks,,,,,,,,PHI,,5/30/2012,,,"6,915",,,101,189,,,290,6,,,1,,3,4,,0,,,2,,,,0,2,,12
TN,Hamblen,,,,,,,,NOL,,12/28/2010,,,"8,742",,,42,246,,,288,8,,,17,,13,30,,2,,,4,,,,0,6,,44
CA,Yuba,,,,,,,,SFR,,7/27/2010,,,"7,594",,,69,217,,,286,15,,,15,,33,48,,1,,,15,,,,5,21,,84
ID,Cassia,,,,,,,,SLC,,11/29/2011,,,"3,239",,,40,245,,,285,11,,,27,,23,50,,0,,,2,,,,0,2,,63
MN,Anoka,,,,,,,,SPM,,2/7/2012,,,"11,697",,,78,206,,,284,6,,,3,,4,7,,2,,,1,,,,0,3,,16
OR,Umatilla,,,,,,,,SEA,,9/27/2011,,,"5,771",,,82,202,,,284,16,,,6,,7,13,,0,,,16,,,,3,19,,48
FL,Sumter,,,,,,,,MIA,,6/22/2010,,,"7,640",,,86,191,,,277,6,,,3,,8,11,,2,,,1,,,,1,4,,21
PA,Centre,,,,,,,,PHI,,5/30/2012,,,"2,207",,,138,138,,,276,4,,,3,,0,3,,0,,,0,,,,0,0,,7
TX,Kaufman,,,,,,,,DAL,,2/24/2009,,,"10,162",,,69,204,,,273,20,,,12,,24,36,,1,,,10,,,,9,20,,76
IN,Johnson,,,,,,,,CHI,,6/7/2011,,,"10,731",,,34,238,,,272,6,,,8,,14,22,,6,,,11,,,,0,17,,45
IL,Madison,,,,,,,,CHI,,4/13/2010,,,"31,625",,,36,235,,,271,5,,,8,,13,21,,6,,,19,,,,3,28,,54
VA,Albemarle,,,,,,,,WAS,,6/8/2010,,,"6,939",,,37,234,,,271,15,,,16,,24,40,,5,,,8,,,,1,14,,69
AL,Mobile,,,,,,,,NOL,,4/26/2011,,,"40,126",,,77,193,,,270,1,,,9,,11,20,,0,,,3,,,,2,5,,26
TN,Williamson,,,,,,,,NOL,,1/10/2012,,,"6,585",,,42,227,,,269,1,,,4,,6,10,,0,,,4,,,,0,4,,15
WA,Whatcom,,,,,,,,SEA,,4/3/2012,,,"7,163",,,78,190,,,268,5,,,8,,10,18,,0,,,4,,,,1,5,,28
NJ,Cumberland,,,,,,,,NEW,,2/21/2012,,,"6,817",,,112,155,,,267,4,,,2,,8,10,,2,,,25,,,,2,29,,43
NJ,Burlington,,,,,,,,NEW,,2/21/2012,,,"9,851",,,117,149,,,266,1,,,1,,4,5,,1,,,7,,,,0,8,,14
OH,Montgomery,,,,,,,,DET,,7/13/2010,,,"31,972",,,83,180,,,263,7,,,17,,20,37,,2,,,8,,,,6,16,,60
KS,Douglas,,,,,,,,CHI,,3/15/2011,,,"11,071",,,20,242,,,262,2,,,9,,10,19,,0,,,6,,,,0,6,,27
KS,Shawnee,,,,,,,,CHI,,3/15/2011,,,"10,948",,,33,229,,,262,15,,,9,,11,20,,2,,,7,,,,1,10,,45
GA,Gordon,,,,,,,,ATL,,7/19/2011,,,"5,751",,,47,211,,,258,15,,,5,,8,13,,1,,,1,,,,2,4,,32
NM,Luna,,,,,,,,ELP,,7/14/2009,,,"4,527",,,48,210,,,258,6,,,3,,3,6,,0,,,2,,,,1,3,,15
